"R_anti_pad [um]","Freq [GHz]","dB(St(Trace_out_L1_T1,Trace_out_L1_T1)) []","dB(St(Trace_out_L1_T2,Trace_out_L1_T1)) []"
300,13.51,-10.9027674265319,-3.1043364878132
300,13.52,-10.8894877784289,-3.11051616689291
300,13.53,-10.8762364271409,-3.1167033845538
300,13.54,-10.8630133693704,-3.12289811372401
300,13.55,-10.8498186017826,-3.1291003270687
300,13.56,-10.8366521210052,-3.13530999699007
300,13.57,-10.8235139236284,-3.14152709562743
300,13.58,-10.8104040062045,-3.14775159485731
300,13.59,-10.7973223652479,-3.15398346629353
300,13.6,-10.7842689972349,-3.16022268128741
300,13.61,-10.7712438986033,-3.16646921092781
300,13.62,-10.7582470657528,-3.17272302604146
300,13.63,-10.7452784950439,-3.1789840971931
300,13.64,-10.7323381827988,-3.18525239468571
300,13.65,-10.7194261253003,-3.19152788856079
300,13.66,-10.7065423187922,-3.19781054859868
300,13.67,-10.6936867594792,-3.20410034431885
300,13.68,-10.6808594435261,-3.2103972449802
300,13.69,-10.6680603670584,-3.21670121958154
300,13.7,-10.6552895261616,-3.22301223686183
300,13.71,-10.6425469168813,-3.22933026530078
300,13.72,-10.6298325352231,-3.23565527311915
300,13.73,-10.6171463771523,-3.24198722827929
300,13.74,-10.6044884385937,-3.24832609848566
300,13.75,-10.5918587154316,-3.25467185118531
300,13.76,-10.5792572035097,-3.26102445356843
300,13.77,-10.5666838986307,-3.26738387256903
300,13.78,-10.5541387965564,-3.2737500748654
300,13.79,-10.5416218930075,-3.28012302688086
300,13.8,-10.5291331836635,-3.28650269478442
300,13.81,-10.5166726641624,-3.29288904449141
300,13.82,-10.5042403301008,-3.29928204166421
300,13.83,-10.4918361770335,-3.30568165171305
300,13.84,-10.4794602004736,-3.31208783979676
300,13.85,-10.4671123958924,-3.31850057082351
300,13.86,-10.4547927587191,-3.32491980945177
300,13.87,-10.4425012843408,-3.33134552009102
300,13.88,-10.4302379681021,-3.33777766690275
300,13.89,-10.4180028053057,-3.34421621380131
300,13.9,-10.4057957912113,-3.35066112445489
300,13.91,-10.3936169210363,-3.35711236228644
300,13.92,-10.3814661899554,-3.36356989047473
300,13.93,-10.3693435931004,-3.37003367195532
300,13.94,-10.3572491255602,-3.37650366942165
300,13.95,-10.3451827823807,-3.38297984532608
300,13.96,-10.3331445585645,-3.38946216188108
300,13.97,-10.3211344490714,-3.39595058106025
300,13.98,-10.3091524488175,-3.40244506459962
300,13.99,-10.2971985526757,-3.40894557399871
300,14,-10.2852727554753,-3.41545207052184
300,14.01,-10.2733750520021,-3.42196451519937
300,14.02,-10.2615054369983,-3.42848286882893
300,14.03,-10.2496639051621,-3.43500709197679
300,14.04,-10.2378504511481,-3.44153714497914
300,14.05,-10.226065069567,-3.44807298794346
300,14.06,-10.2143077549855,-3.45461458074997
300,14.07,-10.2025785019261,-3.46116188305294
300,14.08,-10.1908773048674,-3.46771485428223
300,14.09,-10.1792041582437,-3.47427345364471
300,14.1,-10.1675590564449,-3.48083764012577
300,14.11,-10.155941993817,-3.48740737249087
300,14.12,-10.1443529646612,-3.49398260928706
300,14.13,-10.1327919632344,-3.50056330884459
300,14.14,-10.1212589837492,-3.50714942927849
300,14.15,-10.1097540203734,-3.51374092849023
300,14.16,-10.0982770672303,-3.52033776416939
300,14.17,-10.0868281183985,-3.52693989379534
300,14.18,-10.0754071679121,-3.53354727463893
300,14.19,-10.0640142097603,-3.54015986376428
300,14.2,-10.0526492378876,-3.54677761803052
300,14.21,-10.0413122461936,-3.55340049409359
300,14.22,-10.030003228533,-3.56002844840809
300,14.23,-10.0187221787159,-3.56666143722909
300,14.24,-10.0074690905072,-3.57329941661402
300,14.25,-9.99624395762701,-3.5799423424246
300,14.26,-9.98504677375035,-3.58659017032872
300,14.27,-9.97387753250734,-3.59324285580243
300,14.28,-9.96273622748301,-3.59990035413189
300,14.29,-9.9516228522174,-3.60656262041538
300,14.3,-9.94053740020548,-3.61322960956536
300,14.31,-9.92947986489711,-3.6199012763105
300,14.32,-9.91845023969707,-3.6265775751977
300,14.33,-9.9074485179651,-3.63325846059432
300,14.34,-9.89647469301574,-3.63994388669016
300,14.35,-9.88552875811846,-3.64663380749975
300,14.36,-9.87461070649762,-3.65332817686443
300,14.37,-9.86372053133243,-3.66002694845455
300,14.38,-9.85285822575698,-3.66673007577177
300,14.39,-9.84202378286023,-3.67343751215121
300,14.4,-9.83121719568606,-3.68014921076378
300,14.41,-9.8204384572332,-3.68686512461844
300,14.42,-9.80968756045528,-3.69358520656453
300,14.43,-9.79896449826085,-3.70030940929408
300,14.44,-9.78826926351337,-3.70703768534421
300,14.45,-9.77760184903122,-3.71376998709946
300,14.46,-9.76696224758777,-3.72050626679423
300,14.47,-9.75635045191132,-3.72724647651517
300,14.48,-9.74576645468518,-3.73399056820362
300,14.49,-9.73521024854765,-3.74073849365812
300,14.5,-9.72468182609211,-3.74749020453685
300,14.51,-9.71418117986696,-3.75424565236015
300,14.52,-9.70370830237572,-3.76100478851301
300,14.53,-9.69326318607701,-3.76776756424769
300,14.54,-9.68284582338465,-3.77453393068616
300,14.55,-9.67245620666759,-3.78130383882284
300,14.56,-9.66209432825008,-3.78807723952703
300,14.57,-9.65176018041157,-3.79485408354566
300,14.58,-9.64145375538685,-3.80163432150587
300,14.59,-9.63117504536606,-3.80841790391762
300,14.6,-9.62092404249471,-3.81520478117649
300,14.61,-9.61070073887379,-3.8219949035662
300,14.62,-9.60050512655975,-3.82878822126145
300,14.63,-9.59033719756458,-3.83558468433059
300,14.64,-9.58019694385584,-3.84238424273833
300,14.65,-9.57008435735677,-3.84918684634855
300,14.66,-9.55999942994628,-3.85599244492701
300,14.67,-9.54994215345905,-3.86280098814415
300,14.68,-9.53991251968554,-3.86961242557794
300,14.69,-9.52991052037211,-3.87642670671658
300,14.7,-9.51993614722105,-3.88324378096148
300,14.71,-9.50998939189064,-3.89006359762993
300,14.72,-9.50007024599521,-3.89688610595807
300,14.73,-9.49017870110525,-3.9037112551037
300,14.74,-9.48031474874738,-3.9105389941492
300,14.75,-9.47047838040459,-3.91736927210438
300,14.76,-9.46066958751612,-3.92420203790936
300,14.77,-9.45088836147765,-3.93103724043759
300,14.78,-9.44113469364136,-3.93787482849864
300,14.79,-9.43140857531597,-3.94471475084122
300,14.8,-9.42170999776683,-3.95155695615608
300,14.81,-9.41203895221606,-3.95840139307901
300,14.82,-9.40239542984251,-3.96524801019376
300,14.83,-9.39277942178197,-3.97209675603501
300,14.84,-9.38319091912716,-3.97894757909139
300,14.85,-9.37362991292786,-3.98580042780845
300,14.86,-9.36409639419099,-3.99265525059163
300,14.87,-9.35459035388069,-3.99951199580931
300,14.88,-9.34511178291842,-4.0063706117958
300,14.89,-9.33566067218303,-4.01323104685433
300,14.9,-9.32623701251087,-4.02009324926016
300,14.91,-9.3168407946959,-4.02695716726346
300,14.92,-9.30747200948974,-4.03382274909254
300,14.93,-9.29813064760179,-4.04068994295669
300,14.94,-9.28881669969935,-4.0475586970494
300,14.95,-9.27953015640766,-4.0544289595513
300,14.96,-9.27027100831008,-4.06130067863324
300,14.97,-9.26103924594811,-4.06817380245936
300,14.98,-9.25183485982154,-4.07504827919012
300,14.99,-9.24265784038855,-4.08192405698541
300,15,-9.23350817806582,-4.08880108400757
300,15.01,-9.22438586322857,-4.09567930842447
300,15.02,-9.21529088621079,-4.10255867841261
300,15.03,-9.20622323730523,-4.1094391421601
300,15.04,-9.19718290676358,-4.11632064786982
300,15.05,-9.18816988479655,-4.12320314376245
300,15.06,-9.179184161574,-4.13008657807953
300,15.07,-9.17022572722504,-4.13697089908656
300,15.08,-9.16129457183813,-4.14385605507602
300,15.09,-9.15239068546126,-4.15074199437048
300,15.1,-9.14351405810198,-4.15762866532563
300,15.11,-9.13466467972754,-4.16451601633334
300,15.12,-9.12584254026508,-4.17140399582475
300,15.13,-9.11704762960167,-4.17829255227332
300,15.14,-9.10827993758443,-4.18518163419778
300,15.15,-9.0995394540207,-4.19207119016539
300,15.16,-9.09082616867815,-4.19896116879475
300,15.17,-9.08214007128487,-4.20585151875897
300,15.18,-9.07348115152953,-4.21274218878866
300,15.19,-9.06484939906147,-4.21963312767503
300,15.2,-9.05624480349088,-4.22652428427276
300,15.21,-9.04766735438889,-4.23341560750314
300,15.22,-9.03911704128769,-4.24030704635706
300,15.23,-9.03059385368067,-4.24719854989798
300,15.24,-9.02209778102258,-4.25409006726489
300,15.25,-9.01362881272961,-4.26098154767539
300,15.26,-9.00518693817955,-4.26787294042857
300,15.27,-8.99677214671195,-4.27476419490805
300,15.28,-8.98838442762817,-4.28165526058488
300,15.29,-8.98002377019162,-4.2885460870205
300,15.3,-8.97169016362783,-4.29543662386974
300,15.31,-8.96338359712457,-4.30232682088366
300,15.32,-8.95510405983207,-4.30921662791252
300,15.33,-8.94685154086304,-4.31610599490866
300,15.34,-8.93862602929295,-4.32299487192942
300,15.35,-8.93042751416004,-4.32988320914001
300,15.36,-8.92225598446553,-4.33677095681634
300,15.37,-8.91411142917377,-4.343658065348
300,15.38,-8.90599383721232,-4.35054448524092
300,15.39,-8.89790319747216,-4.35743016712039
300,15.4,-8.8898394988078,-4.36431506173374
300,15.41,-8.88180273003742,-4.37119911995322
300,15.42,-8.87379287994304,-4.37808229277875
300,15.43,-8.86580993727066,-4.38496453134073
300,15.44,-8.85785389073037,-4.39184578690276
300,15.45,-8.84992472899654,-4.39872601086443
300,15.46,-8.84202244070796,-4.40560515476399
300,15.47,-8.834147014468,-4.41248317028115
300,15.48,-8.82629843884471,-4.41936000923968
300,15.49,-8.81847670237102,-4.42623562361013
300,15.5,-8.81068179354486,-4.43310996551254
300,15.51,-8.80291370082938,-4.439982987219
300,15.52,-8.795172412653,-4.44685464115637
300,15.53,-8.78745791740961,-4.45372487990878
300,15.54,-8.77977020345877,-4.46059365622035
300,15.55,-8.77210925912579,-4.46746092299764
300,15.56,-8.76447507270191,-4.4743266333123
300,15.57,-8.75686763244449,-4.48119074040356
300,15.58,-8.74928692657713,-4.48805319768074
300,15.59,-8.74173294328985,-4.49491395872579
300,15.6,-8.7342056707392,-4.50177297729569
300,15.61,-8.72670509704849,-4.50863020732499
300,15.62,-8.71923121030789,-4.51548560292823
300,15.63,-8.71178399857464,-4.52233911840227
300,15.64,-8.70436344987315,-4.52919070822881
300,15.65,-8.69696955219522,-4.53604032707667
300,15.66,-8.68960229350015,-4.54288792980419
300,15.67,-8.68226166171498,-4.54973347146152
300,15.68,-8.67494764473454,-4.55657690729297
300,15.69,-8.6676602304217,-4.56341819273928
300,15.7,-8.66039940660753,-4.57025728343985
300,15.71,-8.6531651610914,-4.57709413523504
300,15.72,-8.64595748164121,-4.58392870416835
300,15.73,-8.63877635599356,-4.59076094648858
300,15.74,-8.63162177185384,-4.59759081865212
300,15.75,-8.62449371689647,-4.60441827732492
300,15.76,-8.61739217876505,-4.61124327938479
300,15.77,-8.61031714507252,-4.61806578192337
300,15.78,-8.6032686034013,-4.6248857422483
300,15.79,-8.59624654130353,-4.63170311788517
300,15.8,-8.58925094630117,-4.63851786657963
300,15.81,-8.5822818058862,-4.64532994629938
300,15.82,-8.57533910752079,-4.6521393152361
300,15.83,-8.56842283863748,-4.65894593180746
300,15.84,-8.56153298663932,-4.66574975465895
300,15.85,-8.55466953890007,-4.67255074266595
300,15.86,-8.54783248276435,-4.6793488549354
300,15.87,-8.54102180554784,-4.68614405080782
300,15.88,-8.53423749453742,-4.69293628985904
300,15.89,-8.52747953699138,-4.69972553190203
300,15.9,-8.52074792013955,-4.70651173698866
300,15.91,-8.51404263118353,-4.71329486541143
300,15.92,-8.5073636572968,-4.72007487770523
300,15.93,-8.50071098562494,-4.72685173464903
300,15.94,-8.49408460328581,-4.73362539726746
300,15.95,-8.48748449736967,-4.74039582683258
300,15.96,-8.48091065493943,-4.74716298486538
300,15.97,-8.47436306303076,-4.75392683313745
300,15.98,-8.46784170865233,-4.76068733367248
300,15.99,-8.4613465787859,-4.76744444874779
300,16,-8.45487766038891,-4.77419814089629
350,0,-82.6658770410764,-0.00115905699246699
350,1E-09,-82.6658770410753,-0.00115905699444219
350,1.12201845430196E-09,-82.6658772021395,-0.00115905700431823
350,1.25892541179417E-09,-82.665877148451,-0.00115905699839261
350,1.41253754462275E-09,-82.6658771484506,-0.00115905699839261
350,1.58489319246111E-09,-82.6658769873856,-0.00115905699049178
350,1.77827941003892E-09,-82.6658770410731,-0.00115905699444219
350,1.99526231496888E-09,-82.6658770410722,-0.0011590569964174
350,2.23872113856834E-09,-82.6658770410712,-0.00115905699444219
350,2.51188643150958E-09,-82.6658771484461,-0.00115905700234302
350,2.81838293126445E-09,-82.6658771752884,-0.00115905700036781
350,3.16227766016838E-09,-82.665877041066,-0.00115905699049178
350,3.54813389233575E-09,-82.6658771752836,-0.00115905700234302
350,3.98107170553497E-09,-82.6658770679039,-0.00115905699246699
350,4.46683592150963E-09,-82.6658771484318,-0.00115905699839261
350,5.01187233627272E-09,-82.665876987362,-0.00115905699049178
350,5.62341325190349E-09,-82.6658770141993,-0.00115905699049178
350,6.30957344480193E-09,-82.6658771484111,-0.00115905699839261
350,7.07945784384138E-09,-82.6658770678681,-0.00115905699049178
350,7.94328234724282E-09,-82.6658771215427,-0.0011590569964174
350,8.91250938133745E-09,-82.6658770141494,-0.00115905699246699
350,1E-08,-82.6658769604398,-0.00115905699049178
350,1.12201845430196E-08,-82.665877040945,-0.00115905699246699
350,1.25892541179417E-08,-82.6658771482872,-0.00115905699839261
350,1.41253754462275E-08,-82.6658771214003,-0.00115905700036781
350,1.58489319246111E-08,-82.6658770676582,-0.00115905699444219
350,1.77827941003892E-08,-82.6658771481225,-0.00115905700036781
350,1.99526231496888E-08,-82.665877121193,-0.0011590569964174
350,2.23872113856834E-08,-82.6658771479295,-0.00115905700234302
350,2.51188643150958E-08,-82.6658770941059,-0.00115905699839261
350,2.81838293126445E-08,-82.6658770134031,-0.00115905699444219
350,3.16227766016838E-08,-82.665877227941,-0.00115905700234205
350,3.54813389233575E-08,-82.6658770129181,-0.00115905698851561
350,3.98107170553497E-08,-82.6658770931101,-0.00115905699444219
350,4.46683592150963E-08,-82.6658771195257,-0.00115905700234205
350,5.01187233627272E-08,-82.6658771458305,-0.00115905700234205
350,5.62341325190349E-08,-82.6658770646194,-0.00115905699641644
350,6.30957344480193E-08,-82.6658770906087,-0.00115905699641644
350,7.07945784384138E-08,-82.6658771432208,-0.0011590570043163
350,7.94328234724281E-08,-82.6658770076457,-0.00115905699246506
350,8.91250938133746E-08,-82.6658770059403,-0.00115905699641451
350,1E-07,-82.6658770306374,-0.00115905699838875
350,1.12201845430196E-07,-82.6658769205582,-0.00115905699443834
350,1.25892541179417E-07,-82.6658771050639,-0.00115905700233723
350,1.41253754462275E-07,-82.6658769665597,-0.00115905699838586
350,1.58489319246111E-07,-82.6658769343225,-0.00115905699640872
350,1.77827941003892E-07,-82.6658768470009,-0.001159056998382
350,1.99526231496888E-07,-82.6658768384535,-0.0011590569964039
350,2.23872113856834E-07,-82.6658767471607,-0.001159056996401
350,2.51188643150958E-07,-82.6658766530818,-0.00115905699047056
350,2.81838293126445E-07,-82.6658765554952,-0.00115905699441519
350,3.16227766016838E-07,-82.6658764534929,-0.00115905699638364
350,3.54813389233575E-07,-82.6658763190873,-0.00115905699835017
350,3.98107170553497E-07,-82.665876097151,-0.00115905700228901
350,4.46683592150963E-07,-82.6658758127159,-0.00115905699437565
350,5.01187233627272E-07,-82.6658754635007,-0.00115905699830773
350,5.62341325190349E-07,-82.6658750197893,-0.00115905699828555
350,6.30957344480193E-07,-82.6658745584984,-0.00115905699825855
350,7.07945784384138E-07,-82.6658738603236,-0.00115905700217424
350,7.94328234724281E-07,-82.6658729463787,-0.00115905699225384
350,8.91250938133746E-07,-82.6658719436698,-0.00115905699219887
350,1E-06,-82.6658706015188,-0.00115905699805505
350,1.12201845430196E-06,-82.6658690427122,-0.00115905700784428
350,1.25892541179417E-06,-82.6658669575718,-0.00115905701168474
350,1.41253754462275E-06,-82.665864274289,-0.00115905700759641
350,1.58489319246111E-06,-82.6658609163635,-0.00115905700742185
350,1.77827941003892E-06,-82.6658568013883,-0.00115905701312757
350,1.99526231496888E-06,-82.665851544237,-0.00115905702075256
350,2.23872113856834E-06,-82.6658450457066,-0.00115905702830618
350,2.51188643150958E-06,-82.665836684775,-0.00115905704169476
350,2.81838293126445E-06,-82.6658261745569,-0.00115905704311926
350,3.16227766016838E-06,-82.6658130484297,-0.00115905706612926
350,3.54813389233575E-06,-82.665796359915,-0.0011590570771067
350,3.98107170553497E-06,-82.6657755892921,-0.00115905710168586
350,4.46683592150963E-06,-82.6657492668951,-0.00115905712597955
350,5.01187233627272E-06,-82.6657161714566,-0.00115905716176666
350,5.62341325190349E-06,-82.6656745663482,-0.00115905721092981
350,6.30957344480193E-06,-82.665622076941,-0.00115905726149914
350,7.07945784384138E-06,-82.6655559666848,-0.00115905732320601
350,7.94328234724281E-06,-82.6654728981877,-0.00115905740771455
350,8.91250938133746E-06,-82.6653682586081,-0.00115905751676947
350,1E-05,-82.6652365240529,-0.00115905765402508
350,1.12201845430196E-05,-82.6650706746946,-0.00115905782503955
350,1.25892541179417E-05,-82.6648617585512,-0.00115905802737184
350,1.41253754462276E-05,-82.6645990572047,-0.00115905830981669
350,1.58489319246111E-05,-82.6642680848727,-0.00115905864201011
350,1.77827941003892E-05,-82.6638513812808,-0.00115905905462663
350,1.99526231496888E-05,-82.6633271006098,-0.00115905960180505
350,2.23872113856834E-05,-82.6626668912208,-0.00115906027022332
350,2.51188643150958E-05,-82.6618360638491,-0.00115906112913904
350,2.81838293126445E-05,-82.6607900783762,-0.00115906219202084
350,3.16227766016838E-05,-82.659473589014,-0.00115906354284488
350,3.54813389233575E-05,-82.6578164501128,-0.00115906522729649
350,3.98107170553497E-05,-82.6557308488231,-0.00115906735726127
350,4.46683592150963E-05,-82.6531062178083,-0.00115907004737061
350,5.01187233627273E-05,-82.6498033781869,-0.00115907342456237
350,5.62341325190349E-05,-82.6456476473235,-0.00115907768102084
350,6.30957344480193E-05,-82.6404193361826,-0.00115908303417592
350,7.07945784384137E-05,-82.6338432256696,-0.00115908978927991
350,7.94328234724282E-05,-82.6255728804193,-0.0011590982694941
350,8.91250938133746E-05,-82.6151754760658,-0.00115910895709769
350,0.0001,-82.6021081780297,-0.0011591224112602
350,0.000112201845430196,-82.5856926552416,-0.00115913935532665
350,0.000125892541179417,-82.5650820692762,-0.00115916067087559
350,0.000141253754462276,-82.5392221501929,-0.00115918751565469
350,0.000158489319246111,-82.5068034504129,-0.0011592213065543
350,0.000177827941003892,-82.4662057743545,-0.00115926384983407
350,0.000199526231496888,-82.4154324660576,-0.00115931739717333
350,0.000223872113856834,-82.3520365924942,-0.00115938481485701
350,0.000251188643150958,-82.273039244517,-0.00115946968199107
350,0.000281838293126446,-82.1748435990996,-0.00115957650286816
350,0.000316227766016838,-82.0531508598234,-0.00115971097348657
350,0.000354813389233575,-81.9028865835514,-0.00115988022814262
350,0.000398107170553497,-81.7181514765959,-0.00116009327014373
350,0.000446683592150963,-81.4922117835019,-0.00116036139908049
350,0.000501187233627273,-81.2175502488551,-0.00116069885316905
350,0.000562341325190349,-80.8859937378509,-0.0011611234988939
350,0.000630957344480193,-80.4889334005157,-0.00116165783097313
350,0.000707945784384137,-80.0176357275266,-0.00116233007291314
350,0.000794328234724282,-79.4636346111586,-0.00116317567288867
350,0.000891250938133746,-78.8191704155057,-0.0011642391109482
350,0.001,-78.0776342346489,-0.00116558018180939
350,0.00112201845430196,-77.386679669171,-0.00117060712653991
350,0.00125892541179417,-76.8914088385389,-0.00118284766652453
350,0.00141253754462276,-76.5689806078928,-0.00120210123055022
350,0.00158489319246111,-76.3890917298368,-0.00122770898036862
350,0.00177827941003892,-76.3175393743021,-0.00125869895362173
350,0.00199526231496888,-76.3165689184003,-0.0012939858222935
350,0.00223872113856834,-76.3446856969099,-0.00133258388447451
350,0.00251188643150958,-76.3576498742004,-0.00137379207402471
350,0.00281838293126445,-76.3120106021743,-0.00141732250172596
350,0.00316227766016838,-76.1715373713911,-0.00146336382301935
350,0.00354813389233575,-75.914735769619,-0.00151258897475701
350,0.00398107170553497,-75.5395645804373,-0.00156612664236534
350,0.00446683592150963,-75.0620998899681,-0.00162551534794691
350,0.00501187233627272,-74.5095804370114,-0.00169265124244885
350,0.00562341325190349,-73.9115621508669,-0.00176973051994481
350,0.00630957344480193,-73.2929038827959,-0.00185917908616257
350,0.00707945784384137,-72.6701045311811,-0.00196355814677799
350,0.00794328234724282,-72.0506803130975,-0.00208543584182414
350,0.00891250938133746,-71.4346868380287,-0.00222722243842391
350,0.01,-70.8175381637821,-0.00239097973131053
350,0.0112201845430196,-70.1932869416866,-0.00257823240761675
350,0.0125892541179417,-69.557434478702,-0.00278982578202376
350,0.0141253754462276,-68.908470539317,-0.00302588345335233
350,0.0158489319246111,-68.2478948913476,-0.00328591237012849
350,0.0177827941003892,-67.5791642549904,-0.00356907695079576
350,0.0199526231496888,-66.9063485123414,-0.00387462097041109
350,0.0223872113856834,-66.2331021690636,-0.00420236757366662
350,0.0251188643150958,-65.5621287663193,-0.00455319149697701
350,0.0281838293126445,-64.8949904213638,-0.00492934879859008
350,0.0316227766016838,-64.232036070786,-0.00533457325770351
350,0.0354813389233575,-63.5723273334675,-0.0057738975753081
350,0.0398107170553497,-62.9135974860608,-0.00625321659864246
350,0.0446683592150963,-62.2523777641117,-0.00677866592342093
350,0.0501187233627272,-61.5844067087044,-0.00735594373458061
350,0.0562341325190349,-60.9053015257344,-0.00798977174685473
350,0.0630957344480193,-60.2112851618819,-0.00868373294409639
350,0.0707945784384137,-59.4996510409163,-0.00944066151047106
350,0.0794328234724282,-58.7687001557996,-0.0102636713477462
350,0.0891250938133746,-58.0170754605053,-0.0111578437004927
350,0.1,-57.242621905832,-0.012132483000541
350,0.11,-56.3152982816294,-0.0126072433336478
350,0.12,-55.498051967062,-0.0131163362533303
350,0.13,-54.7722829426057,-0.0136575072947119
350,0.14,-54.1225677398463,-0.014228510449839
350,0.15,-53.5362513241204,-0.0148271247231382
350,0.16,-53.0029911070573,-0.0154511688237422
350,0.17,-52.5143387222948,-0.0160985143162703
350,0.18,-52.0633838491624,-0.0167670973134047
350,0.19,-51.644460844871,-0.0174549286703014
350,0.2,-51.2529108987528,-0.0181601026045473
350,0.21,-50.8848905750455,-0.0188808036816822
350,0.22,-50.5372180968337,-0.01961531215005
350,0.23,-50.2072499463159,-0.020362007660263
350,0.24,-49.8927816794573,-0.021119371452988
350,0.25,-49.5919680457292,-0.0218859871376396
350,0.26,-49.3032585032799,-0.0226605402121115
350,0.27,-49.0253450294053,-0.0234418164897798
350,0.28,-48.7571197707068,-0.0242286996058078
350,0.29,-48.4976405863653,-0.0250201677729122
350,0.3,-48.2461029387932,-0.0258152899479669
350,0.31,-48.0018169014601,-0.026613221558517
350,0.32,-47.7641883023694,-0.0274131999228933
350,0.33,-47.5327032181381,-0.0282145394808369
350,0.34,-47.3069151891842,-0.0290166269350354
350,0.35,-47.0864346500701,-0.0298189163873012
350,0.36,-46.8709201673845,-0.030620924537756
350,0.37,-46.6600711560624,-0.0314222260016574
350,0.38,-46.4536218078412,-0.0322224487856257
350,0.39,-46.2513360159248,-0.0330212699543906
350,0.4,-46.0530031204028,-0.0338184115097496
350,0.41,-45.8584343315768,-0.0346136364955764
350,0.42,-45.6674597146309,-0.0354067453362556
350,0.43,-45.4799256403426,-0.0361975724107128
350,0.44,-45.2956926237462,-0.036985982860043
350,0.45,-45.1146334866086,-0.0377718696235154
350,0.46,-44.9366317909282,-0.0385551506953596
350,0.47,-44.7615804999054,-0.0393357665930153
350,0.48,-44.5893808303436,-0.0401136780264116
350,0.49,-44.4199412666235,-0.040888863756913
350,0.5,-44.2531767114014,-0.0416613186345942
350,0.51,-44.0890077523363,-0.0424310518019794
350,0.52,-43.9273600275399,-0.043198085052935
350,0.53,-43.7681636752449,-0.0439624513354018
350,0.54,-43.6113528555044,-0.0447241933873219
350,0.55,-43.4568653336454,-0.0454833624954005
350,0.56,-43.3046421167955,-0.0462400173670535
350,0.57,-43.1546271361223,-0.0469942231064309
350,0.58,-43.0067669685316,-0.0477460502859486
350,0.59,-42.8610105924919,-0.0484955741054294
350,0.6,-42.7173091734348,-0.049242873631477
350,0.61,-42.5756158748318,-0.0499880311102595
350,0.62,-42.43588569159,-0.0507311313474629
350,0.63,-42.2980753028985,-0.0514722611495583
350,0.64,-42.1621429420268,-0.05221150882118
350,0.65,-42.0280482809321,-0.0529489637135932
350,0.66,-41.8957523278165,-0.0536847158199848
350,0.67,-41.7652173360131,-0.0544188554132217
350,0.68,-41.6364067228061,-0.0551514727225848
350,0.69,-41.5092849969568,-0.0558826576458852
350,0.7,-41.3838176938734,-0.0566124994938685
350,0.71,-41.259971317498,-0.0573410867641127
350,0.72,-41.1377132880932,-0.0580685069415957
350,0.73,-41.0170118952258,-0.0587948463238848
350,0.74,-40.8978362553185,-0.0595201898682942
350,0.75,-40.7801562732284,-0.0602446210594683
350,0.76,-40.6639426073767,-0.060968221795204
350,0.77,-40.5491666380059,-0.0616910722890385
350,0.78,-40.4358004382008,-0.062413250987935
350,0.79,-40.3238167473479,-0.0631348345038307
350,0.8,-40.213188946751,-0.0638558975575162
350,0.81,-40.1038910371533,-0.0645765129339233
350,0.82,-39.9958976179458,-0.065296751447559
350,0.83,-39.8891838678735,-0.0660166819171662
350,0.84,-39.7837255270648,-0.0667363711487564
350,0.85,-39.67949888024,-0.0674558839260629
350,0.86,-39.5764807409662,-0.0681752830077619
350,0.87,-39.4746484368448,-0.0688946291307459
350,0.88,-39.3739797955293,-0.0696139810187597
350,0.89,-39.2744531314877,-0.0703333953958697
350,0.9,-39.1760472334293,-0.0710529270042316
350,0.91,-39.078741352327,-0.0717726286256548
350,0.92,-38.9825151899801,-0.0724925511064732
350,0.93,-38.8873488880582,-0.0732127433854148
350,0.94,-38.7932230175859,-0.0739332525240141
350,0.95,-38.7001185688239,-0.0746541237392554
350,0.96,-38.6080169415141,-0.0753754004381262
350,0.97,-38.5168999354559,-0.0760971242538304
350,0.98,-38.4267497413849,-0.0768193350833217
350,0.99,-38.3375489321353,-0.0775420711260772
350,1,-38.2492804540587,-0.0782653689236776
350,1.01,-38.1619276186849,-0.0789892634002078
350,1.02,-38.0754740946088,-0.0797137879031723
350,1.03,-37.989903899586,-0.0804389742448244
350,1.04,-37.9052013928277,-0.0811648527437305
350,1.05,-37.8213512674835,-0.0818914522664786
350,1.06,-37.7383385433012,-0.0826188002693598
350,1.07,-37.656148559455,-0.0833469228399743
350,1.08,-37.5747669675374,-0.0840758447386179
350,1.09,-37.4941797247043,-0.0848055894394218
350,1.1,-37.414373086971,-0.0855361791710761
350,1.11,-37.33533360265,-0.0862676349571908
350,1.12,-37.2570481059295,-0.086999976656136
350,1.13,-37.1795037105861,-0.0877332230003365
350,1.14,-37.1026878038289,-0.0884673916350462
350,1.15,-37.0265880402713,-0.0892024991564016
350,1.16,-36.9511923360266,-0.0899385611488977
350,1.17,-36.8764888629258,-0.090675592222162
350,1.18,-36.8024660428536,-0.0914136060469814
350,1.19,-36.7291125422014,-0.0921526153906478
350,1.2,-36.6564172664342,-0.0928926321514997
350,1.21,-36.5843693547685,-0.0936336673927744
350,1.22,-36.5129581749604,-0.0943757313755773
350,1.23,-36.4421733182018,-0.0951188335912033
350,1.24,-36.3720045941219,-0.0958629827925772
350,1.25,-36.3024420258927,-0.0966081870249201
350,1.26,-36.2334758454363,-0.0973544536556784
350,1.27,-36.1650964887338,-0.0981017894035874
350,1.28,-36.0972945912313,-0.0988502003670241
350,1.29,-36.0300609833443,-0.0995996920515285
