"Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
3.23,-0.100680556170098
3.24,-0.101592687291735
3.25,-0.102581193630632
3.26,-0.103649264322473
3.27,-0.104800479452677
3.28,-0.106038827630578
3.29,-0.107368727413693
3.3,-0.108795052717227
3.31,-0.110323162418565
3.32,-0.111958934432964
3.33,-0.113708804615274
3.34,-0.115579810911993
3.35,-0.117579643281761
3.36,-0.119716699986045
3.37,-0.122000150959961
3.38,-0.124440009089771
3.39,-0.127047210354044
3.4,-0.129833703940469
3.41,-0.132812553626018
3.42,-0.135998051911948
3.43,-0.139405848642802
3.44,-0.143053096117627
3.45,-0.146958613026537
3.46,-0.151143069927178
3.47,-0.155629199430722
3.48,-0.160442034796571
3.49,-0.165609181270566
3.5,-0.171161125251063
3.51,-0.177131587266273
3.52,-0.183557925814539
3.53,-0.190481600403282
3.54,-0.197948703666076
3.55,-0.206010574292176
3.56,-0.214724504749664
3.57,-0.224154560503168
3.58,-0.234372530730292
3.59,-0.245459034569082
3.6,-0.257504811849152
3.61,-0.270612233288854
3.62,-0.284897072551955
3.63,-0.300490591687007
3.64,-0.317542002757495
3.65,-0.336221382442224
3.66,-0.356723133742956
3.67,-0.379270110521556
3.68,-0.404118547511102
3.69,-0.431563972042126
3.7,-0.461948315711527
3.71,-0.495668496682465
3.72,-0.533186808804734
3.73,-0.575043535336205
3.74,-0.621872306263174
3.75,-0.674418842915941
3.76,-0.733563885548528
3.77,-0.800351281642668
3.78,-0.87602242507245
3.79,-0.96205847308962
3.8,-1.06023201140086
3.81,-1.17267004622067
3.82,-1.3019302917609
3.83,-1.45109252918983
3.84,-1.6238660338077
3.85,-1.82471214118577
3.86,-2.05897693097902
3.87,-2.33302089481915
3.88,-2.6543169298728
3.89,-3.03145879227945
3.9,-3.4739675528253
3.91,-3.99168184642926
3.92,-4.59333001681449
3.93,-5.28355027983313
3.94,-6.05711412587486
3.95,-6.88866804381049
3.96,-7.71742081391831
3.97,-8.43333584055695
3.98,-8.88858305088273
