"Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
0.53,-0.0394980696429149
0.54,-0.039853500284778
0.55,-0.0402172056049056
0.56,-0.0405893473207521
0.57,-0.040970079816267
0.58,-0.0413595501746252
0.59,-0.041757898178181
0.6,-0.0421652562818016
0.61,-0.0425817495645092
0.62,-0.0430074956646232
0.63,-0.0434426047027025
0.64,-0.0438871791957
0.65,-0.044341313966507
0.66,-0.0448050960511424
0.67,-0.0452786046072294
0.68,-0.0457619108257743
0.69,-0.0462550778485163
0.7,-0.046758160693259
0.71,-0.0472712061884871
0.72,-0.0477942529192936
0.73,-0.0483273311860455
0.74,-0.0488704629766381
0.75,-0.0494236619542789
0.76,-0.0499869334608828
0.77,-0.0505602745376569
0.78,-0.0511436739632632
0.79,-0.0517371123103944
0.8,-0.0523405620210465
0.81,-0.0529539875010439
0.82,-0.0535773452343497
0.83,-0.0542105839170255
0.84,-0.054853644611227
0.85,-0.0555064609195428
0.86,-0.0561689591789558
0.87,-0.0568410586754403
0.88,-0.0575226718782159
0.89,-0.0582137046937315
0.9,-0.0589140567395407
0.91,-0.0596236216372171
0.92,-0.060342287324447
0.93,-0.0610699363857835
0.94,-0.0618064464015335
0.95,-0.0625516903148315
0.96,-0.0633055368158614
0.97,-0.0640678507433476
0.98,-0.0648384935022916
0.99,-0.065617323497985
1,-0.0664041965856099
1.01,-0.0671989665346307
1.02,-0.0680014855080013
1.03,-0.0688116045555021
1.04,-0.0696291741206097
1.05,-0.0704540445604633
1.06,-0.0712860666787797
1.07,-0.0721250922711036
1.08,-0.0729709746817909
1.09,-0.0738235693729147
1.1,-0.0746827345044389
1.11,-0.0755483315255011
1.12,-0.0764202257765412
1.13,-0.0772982871023947
1.14,-0.0781823904758477
1.15,-0.0790724166322719
1.16,-0.0799682527147409
1.17,-0.0808697929302768
1.18,-0.0817769392173548
1.19,-0.0826896019248086
1.2,-0.0836077005029226
1.21,-0.0845311642070468
1.22,-0.0854599328143689
1.23,-0.0863939573549229
1.24,-0.0873332008574636
1.25,-0.0882776391113609
1.26,-0.0892272614460257
1.27,-0.0901820715287113
1.28,-0.0911420881830199
1.29,-0.0921073462289966
1.3,-0.0930778973474801
1.31,-0.0940538109705806
1.32,-0.095035175200676
1.33,-0.0960220977606357
1.34,-0.0970147069782308
1.35,-0.0980131528077869
1.36,-0.0990176078926951
1.37,-0.100028268672594
1.38,-0.101045356539424
1.39,-0.102069119046862
1.4,-0.103099831178261
1.41,-0.104137796678388
1.42,-0.105183349455105
1.43,-0.106236855057275
1.44,-0.10729871223612
1.45,-0.108369354597704
1.46,-0.109449252354955
1.47,-0.11053891418837
1.48,-0.111638889225589
1.49,-0.112749769150635
1.5,-0.113872190454892
1.51,-0.115006836842928
1.52,-0.11615444180755
1.53,-0.117315791389719
1.54,-0.118491727140703
1.55,-0.119683149305293
1.56,-0.120891020246936
1.57,-0.122116368137672
1.58,-0.123360290937994
1.59,-0.124623960694427
1.6,-0.125908628185472
1.61,-0.12721562794961
1.62,-0.12854638373291
