"Freq [GHz]","dB(St(Ant_T1,Ant_T1)) []"
1.02,-0.0125016398510615
1.03,-0.0127310792118699
1.04,-0.0129713854644251
1.05,-0.013222723947706
1.06,-0.0134852584503474
1.07,-0.0137591512032988
1.08,-0.0140445628819298
1.09,-0.014341652618441
1.1,-0.0146505780254087
1.11,-0.0149714952315105
1.12,-0.0153045589305186
1.13,-0.0156499224447744
1.14,-0.0160077378045143
1.15,-0.016378155844531
1.16,-0.0167613263199188
1.17,-0.0171573980427486
1.18,-0.0175665190418426
1.19,-0.017988836748059
1.2,-0.0184244982078162
1.21,-0.0188736503279551
1.22,-0.0193364401555345
1.23,-0.0198130151965106
1.24,-0.0203035237781058
1.25,-0.0208081154600539
1.26,-0.0213269415010864
1.27,-0.0218601553877728
1.28,-0.0224079134340811
1.29,-0.0229703754615445
1.3,-0.0235477055714639
1.31,-0.0241400730227332
1.32,-0.024747653231317
1.33,-0.0253706289103898
1.34,-0.0260091913738054
1.35,-0.0266635420300102
1.36,-0.0273338940989768
1.37,-0.0280204745912713
1.38,-0.0287235265967739
1.39,-0.0294433119404889
1.4,-0.030180114275397
1.41,-0.0309342426976908
1.42,-0.0317060359885898
1.43,-0.0324958676101878
1.44,-0.0333041516110655
1.45,-0.0341313496312903
1.46,-0.0349779792365464
1.47,-0.035844623856
1.48,-0.0367319446455977
1.49,-0.0376406946388932
1.5,-0.0385717355628374
1.51,-0.039526057645917
1.52,-0.0405048025466172
1.53,-0.0415092890076789
1.54,-0.0425410396320726
1.55,-0.0436018045121137
1.56,-0.0446935716661982
1.57,-0.0458185416772075
1.58,-0.0469790161928796
1.59,-0.048177087117713
1.6,-0.0494138659854893
1.61,-0.0506876323709848
1.62,-0.0519893519299598
1.63,-0.0532914877616578
1.64,-0.0545187601342299
1.65,-0.0554679012907368
1.66,-0.0555838250292097
1.67,-0.0534321327472018
1.68,-0.0466966036132015
1.69,-0.0382722416677391
1.7,-0.0376489082668182
1.71,-0.0423165160343169
1.72,-0.0471584979079488
1.73,-0.0510968010018
1.74,-0.0542860328944202
1.75,-0.0569751406672067
1.76,-0.0593409170141427
1.77,-0.0614966567402345
1.78,-0.0635148806500534
1.79,-0.0654432102961146
1.8,-0.0673139708210557
1.81,-0.0691498865614293
1.82,-0.0709675065254442
1.83,-0.0727793158332094
1.84,-0.0745950737169518
1.85,-0.0764226855758293
1.86,-0.0782687873776767
1.87,-0.0801391482702985
1.88,-0.0820389558442155
1.89,-0.0839730242580726
1.9,-0.0859459509337415
1.91,-0.0879622386536328
1.92,-0.0900263943527105
1.93,-0.0921430123768494
1.94,-0.0943168477098521
1.95,-0.0965528831944137
1.96,-0.0988563938090318
1.97,-0.101233010441289
1.98,-0.103688785210713
1.99,-0.106230260173753
2,-0.108864541147874
2.01,-0.111599378395413
2.02,-0.114443255997174
2.03,-0.117405491915156
2.04,-0.120496350993588
2.05,-0.123727173485217
2.06,-0.127110522126766
2.07,-0.130660351342143
2.08,-0.13439220284993
2.09,-0.138323432825122
2.1,-0.142473476860391
2.11,-0.14686416034535
2.12,-0.151520063612265
2.13,-0.15646895338285
2.14,-0.161742294828403
2.15,-0.16737586210244
2.16,-0.173410469761414
2.17,-0.179892853377902
2.18,-0.186876735311553
2.19,-0.194424121640803
2.2,-0.202606889503715
2.21,-0.211508741715341
2.22,-0.221227629155227
2.23,-0.231878773379627
2.24,-0.24359846554748
2.25,-0.256548877906226
2.26,-0.270924207882061
2.27,-0.286958592845722
2.28,-0.304936401819215
2.29,-0.325205753094964
2.3,-0.348196461675618
2.31,-0.374444146982851
2.32,-0.404623024449286
2.33,-0.439591119218161
2.34,-0.480453533326149
2.35,-0.528652405174282
2.36,-0.586097076633239
2.37,-0.655356067399812
2.38,-0.739946182626275
2.39,-0.84477799714796
2.4,-0.976859819973231
2.41,-1.14644143371513
2.42,-1.36893023075889
2.43,-1.66821275293729
2.44,-2.08263868153674
2.45,-2.67630205832215
2.46,-3.56159919095265
2.47,-4.94864235484765
2.48,-7.27400601970455
2.49,-11.6874102230213
2.5,-25.0618880572398
2.51,-15.7417556902544
2.52,-8.82181396948338
2.53,-5.60967165163567
2.54,-3.79621351427048
2.55,-2.68957616640788
2.56,-1.97887647706085
2.57,-1.50317606168478
2.58,-1.17324528192608
2.59,-0.937233584870866
2.6,-0.763805151267031
2.61,-0.633346962697849
2.62,-0.533188032963125
2.63,-0.454904438288274
2.64,-0.392749316378289
2.65,-0.342709930180136
2.66,-0.301925149048975
2.67,-0.268316111674775
2.68,-0.240346394945794
2.69,-0.216862829118039
2.7,-0.196987696875028
2.71,-0.180044371640075
2.72,-0.165505146395129
2.73,-0.152954056245031
2.74,-0.142060002302013
2.75,-0.132557063049219
2.76,-0.124229892825429
2.77,-0.116902768988449
2.78,-0.11043128858414
2.79,-0.104696011245316
2.8,-0.0995975471711018
2.81,-0.0950527289227197
2.82,-0.0909916037805632
2.83,-0.0873550528673647
2.84,-0.0840928930090377
2.85,-0.0811623533237069
2.86,-0.0785268448529743
2.87,-0.0761549609609769
2.88,-0.0740196606655792
2.89,-0.0720975978932012
2.9,-0.0703685678310699
2.91,-0.0688150477786226
2.92,-0.0674218146744396
2.93,-0.0661756251591163
2.94,-0.0650649468948697
2.95,-0.0640797320980127
2.96,-0.0632112259959077
2.97,-0.0624518043076322
2.98,-0.0617948349494129
2.99,-0.0612345600455324
3,-0.060765995031084
3.01,-0.0603848422019572
3.02,-0.0600874165279239
3.03,-0.0598705819194826
3.04,-0.0597316964454272
3.05,-0.0596685652493758
3.06,-0.0596794001204164
3.07,-0.0597627848451033
3.08,-0.0599176456102953
3.09,-0.0601432258458191
3.1,-0.0604390649965342
3.11,-0.0608049807973792
3.12,-0.0612410546982049
3.13,-0.0617476201457055
3.14,-0.0623252534842556
3.15,-0.0629747672830051
3.16,-0.0636972059382786
3.17,-0.0644938434363012
3.18,-0.0653661831947437
3.19,-0.0663159599315442
3.2,-0.0673451435383621
3.21,-0.0684559449624639
3.22,-0.0696508241275037
3.23,-0.0709324999495616
3.24,-0.0723039625311129
3.25,-0.0737684876424763
3.26,-0.0753296536286291
3.27,-0.0769913609095041
3.28,-0.0787578542739886
3.29,-0.0806337482034027
3.3,-0.0826240554986273
3.31,-0.0847342195292897
3.32,-0.0869701504700341
3.33,-0.089338265945111
3.34,-0.091845536562616
3.35,-0.094499536890481
3.36,-0.0973085025057527
3.37,-0.100281393840168
3.38,-0.103427967650257
3.39,-0.106758857060426
3.4,-0.110285661268218
3.41,-0.114021046161612
3.42,-0.117978857286707
3.43,-0.122174246821958
3.44,-0.126623816470197
3.45,-0.131345778476846
3.46,-0.136360137331346
3.47,-0.141688895117898
3.48,-0.147356283962917
3.49,-0.153389029593425
3.5,-0.159816650691871
3.51,-0.166671799525956
3.52,-0.173990650275478
3.53,-0.181813342598694
3.54,-0.190184489318814
3.55,-0.199153758708878
3.56,-0.208776543768343
3.57,-0.219114733183816
3.58,-0.230237601432744
3.59,-0.242222838826244
3.6,-0.255157746320311
3.61,-0.269140624809568
3.62,-0.284282394547163
3.63,-0.300708487540985
3.64,-0.318561064555372
3.65,-0.338001619049343
3.66,-0.359214043449067
3.67,-0.382408249109637
3.68,-0.407824450812942
3.69,-0.435738250439986
3.7,-0.466466683444801
3.71,-0.500375426974695
3.72,-0.537887411059551
3.73,-0.579493125391824
3.74,-0.625762974878149
3.75,-0.677362107969657
3.76,-0.735068222418653
3.77,-0.799792941276629
3.78,-0.87260744178035
3.79,-0.954773099023024
3.8,-1.04777795162232
3.81,-1.15337976568175
3.82,-1.27365629192598
3.83,-1.41106285126526
3.84,-1.56849642971363
3.85,-1.74936365106202
3.86,-1.95764671866335
3.87,-2.19795566875185
3.88,-2.47554538815154
3.89,-2.79625906765937
3.9,-3.16633161282056
3.91,-3.59194001246649
3.92,-4.0783129721478
3.93,-4.6281000905841
3.94,-5.23856126835632
3.95,-5.89706365654519
3.96,-6.57471795624151
3.97,-7.2196314654632
3.98,-7.75531378693837
3.99,-8.09439044149224
4,-8.17248165044348
4.01,-7.9832927900723
4.02,-7.58146678565452
4.03,-7.05029171720631
4.04,-6.46633025037078
4.05,-5.8832486205173
4.06,-5.33205004927549
4.07,-4.82741535140841
4.08,-4.37401992639987
4.09,-3.97104439884689
4.1,-3.61497298061408
4.11,-3.30119863984069
4.12,-3.02489074416989
4.13,-2.7814333749004
4.14,-2.56662302466274
4.15,-2.37673596209918
4.16,-2.2085280685865
4.17,-2.05920223605956
4.18,-1.92636252460738
4.19,-1.80796526852173
4.2,-1.70227226344942
4.21,-1.60780837015444
4.22,-1.52332435829075
4.23,-1.44776502843084
4.24,-1.38024227280005
4.25,-1.32001258197882
4.26,-1.26645847215329
4.27,-1.2190733365176
4.28,-1.17744928247679
4.29,-1.14126758571833
4.3,-1.11029146401068
4.31,-1.08436094368479
4.32,-1.06338965890429
4.33,-1.0473634883868
4.34,-1.03634099748407
4.35,-1.03045571733175
4.36,-1.02992035943103
4.37,-1.03503313619447
4.38,-1.04618643875646
4.39,-1.06387821627525
4.4,-1.08872651018935
4.41,-1.1214877273001
4.42,-1.16307939284987
4.43,-1.21460831566187
4.44,-1.27740532976251
4.45,-1.3530680599217
4.46,-1.44351350307215
4.47,-1.55104263675849
4.48,-1.67841977652462
4.49,-1.82897003039413
4.5,-2.00669897825927
4.51,-2.21643970319126
4.52,-2.46403364177946
4.53,-2.7565536257172
4.54,-3.10258035755936
4.55,-3.51254806350886
4.56,-3.99918212953815
4.57,-4.57806191990855
4.58,-5.26835410157046
4.59,-6.09376313951033
4.6,-7.08368108969598
4.61,-8.27417159283087
4.62,-9.70694824890969
4.63,-11.4185698969942
4.64,-13.3892722538503
4.65,-15.3558277127027
4.66,-16.4657455801725
4.67,-15.8568463133593
4.68,-14.134900261302
4.69,-12.2706754713997
4.7,-10.6260144989329
4.71,-9.24771003938382
4.72,-8.10299660193662
4.73,-7.14926115371266
4.74,-6.34948568298812
4.75,-5.67412201998226
4.76,-5.10004014434914
4.77,-4.60913383331054
4.78,-4.1871406198096
4.79,-3.82273650655027
4.8,-3.50685889371882
4.81,-3.23220107968395
4.82,-2.99283229596734
4.83,-2.78390935620024
4.84,-2.60145561653849
4.85,-2.4421898888292
4.86,-2.30339282210395
4.87,-2.18280167781307
4.88,-2.07852682620529
4.89,-1.98898500225728
4.9,-1.9128455935853
4.91,-1.84898713378152
4.92,-1.79646184008407
4.93,-1.75446653096193
4.94,-1.7223186334045
4.95,-1.69943627404405
4.96,-1.68532166593713
4.97,-1.67954717064326
4.98,-1.68174354538029
4.99,-1.69158998649697
5,-1.70880565996161
